mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39
-272.70782470703125,97.2735366821289,-86.64395141601562,-8.817464828491211,3.8071095943450928,-16.52610969543457,-13.864137649536133,0.2079893797636032,-6.940031051635742,13.095381736755373,10.80980110168457,10.896395683288574,2.492546558380127,1.4296647310256958,-5.871389389038086,2.889840602874756,2.9246506690979004,2.3714613914489746,-2.266185522079468,9.210426330566406,4.767807483673096,1.6218304634094238,3.8287007808685294,1.617093801498413,-3.143636465072632,6.16551685333252,-1.227428913116455,4.29055118560791,0.7458884119987488,2.4344916343688965,3.0132100582122803,2.950504779815674,-2.696539163589477,2.183978319168091,0.3613378405570984,3.1877713203430176,0.7115111351013184,1.3429046869277954,1.5088831186294556,1.9344284534454343
-291.85272216796875,101.02371215820312,-95.06099700927734,-11.729129791259766,6.868279933929443,-18.24262809753418,-16.472314834594727,-0.8786155581474304,-8.777677536010742,10.969828605651855,10.818586349487305,12.272541046142578,2.565010070800781,-3.612357616424561,-7.318969249725342,-0.1481663584709167,1.8003158569335938,-0.2848823964595794,-4.023266315460205,9.037240982055664,7.046097278594971,-0.0968328043818473,1.6339123249053955,-0.6460946202278137,-5.141321182250977,3.739568948745728,-0.0350188314914703,1.2699370384216309,-1.274385690689087,2.9702162742614746,4.936858654022217,1.2531167268753052,-3.209754943847656,0.3489804863929748,-0.3624903559684753,2.947643518447876,-0.6950075626373291,0.1049630492925643,0.9115679264068604,2.303061246871948
-299.9556579589844,102.82189178466795,-90.43634033203124,-12.325101852416992,8.88018798828125,-20.69584274291992,-16.47706413269043,-2.085263967514038,-5.670742988586426,13.263612747192385,9.09212875366211,9.43259334564209,1.6594830751419067,-2.0735771656036377,-4.162281036376953,0.2218470871448516,-1.0012047290802002,0.9344146251678468,-1.5047354698181152,5.653287887573242,2.6374847888946533,-1.1749897003173828,3.0004653930664062,0.5807491540908813,-4.754035472869873,4.650802135467529,0.9795507788658142,-0.7248523235321045,1.009083867073059,2.309915781021118,2.326212167739868,0.2425020635128021,-0.3680917024612427,0.0494654662907123,0.5971254706382751,0.8777709007263184,-0.1591556966304779,-0.0104600321501493,0.8204588890075684,0.7049462795257568
-298.6634216308594,103.82167053222656,-94.77423858642578,-12.929817199707031,10.194987297058104,-25.398595809936523,-16.811769485473633,-4.414684295654297,-4.115520000457764,13.86980152130127,13.47796630859375,11.105769157409668,0.5230768918991089,-4.176112174987793,-7.429123878479004,0.2046049088239669,2.254030466079712,-0.3558772206306457,-1.595371961593628,6.563743114471436,4.766700744628906,-2.1121180057525635,1.532942771911621,-0.2266847491264343,-3.204435348510742,3.4586682319641118,2.696850299835205,-0.3321607708930969,2.112295627593994,2.8660712242126465,0.8872873783111572,-0.9736830592155457,-2.037445545196533,1.3879351615905762,1.8150168657302856,0.1687733232975006,0.7985340356826782,1.1515843868255615,1.8254178762435915,0.0704194903373718
-185.27749633789065,24.71528434753418,-52.72117233276367,-4.467277526855469,-13.37587070465088,-9.382905960083008,-8.968371391296387,4.830915451049805,-3.446329355239868,1.3848925828933716,-0.4551161527633667,10.12637710571289,-3.0308284759521484,4.079869747161865,1.5511834621429443,10.046060562133787,-1.987952828407288,6.064256191253662,-3.481709241867065,1.3092856407165527,-1.873459815979004,-0.4588364958763122,-2.553749084472656,1.531533122062683,-2.904735326766968,9.336654663085938,-2.993825912475586,4.96484375,-3.0388424396514893,2.506227731704712,-4.525946140289307,3.574249029159546,-2.50213623046875,2.5917890071868896,-4.248486518859863,3.45524001121521,-2.1051902770996094,2.0172126293182373,-0.7498301267623901,3.900140047073364
-66.99766540527344,30.68413543701172,-58.94844055175781,-10.549854278564451,-22.154760360717773,-13.733968734741213,-14.991828918457031,0.1679856777191162,-7.411530017852783,3.769073247909546,3.8077237606048575,10.786795616149902,1.1049599647521973,7.459728717803955,-0.93469500541687,6.559893608093262,-3.2620954513549805,3.720473051071167,-5.077149868011475,-1.7868328094482422,-5.728763103485107,-0.6803507804870605,-0.504712700843811,4.532104015350342,-0.0908600389957428,9.78528118133545,-0.373857170343399,5.109915733337402,-2.5450308322906494,4.148752689361572,-1.718868851661682,5.400962829589844,-2.0952889919281006,0.2903011739253998,-4.2254509925842285,1.2159215211868286,-4.337996482849121,-0.1316291987895965,-1.034555435180664,2.4904279708862305
-140.71620178222656,38.038063049316406,-61.23862075805664,1.5473875999450684,-14.170891761779783,-11.896467208862305,-11.689806938171388,3.3410158157348637,-4.976274490356445,1.2307250499725342,0.8704328536987305,8.313974380493164,-6.099431037902832,2.176162004470825,-3.1901488304138184,3.2087807655334477,-4.147948741912842,3.4097275733947754,-2.722280263900757,1.7208348512649536,-2.4824352264404297,2.220876693725586,-0.2851437628269195,3.31787109375,-3.000584125518799,5.605513095855713,-2.525756597518921,4.650360107421875,-2.1550991535186768,4.241844654083252,-2.4095771312713623,4.853222846984863,-0.7599557042121887,2.320973396301269,-2.84452748298645,2.017695903778076,-3.836195707321167,-0.7817888855934143,-1.992637157440185,3.105143547058105
-402.7856750488281,92.73365783691406,19.38250732421875,-13.098002433776855,-5.988059043884277,2.6622047424316406,-15.008118629455566,-7.915386199951172,-9.553994178771973,-6.019915580749512,0.8327587246894836,-5.599025726318359,1.5371984243392944,0.8499884605407715,0.7655803561210632,5.832559585571289,3.1002345085144043,3.363490581512451,-4.307042121887207,-3.594879388809204,-2.12572979927063,-2.7966251373291016,-3.8770673274993896,-5.262748718261719,-2.2648887634277344,-1.902812957763672,-3.367098331451416,0.6172736883163452,-1.2206357717514038,0.4791447222232818,-1.4764684438705444,-0.4120999276638031,-3.253936529159546,0.0473178587853908,-2.544243335723877,-2.4307775497436523,-3.6280574798583984,-1.001592040061951,-2.9256486892700195,-2.415244102478028
-366.4703063964844,126.43692779541016,31.174047470092773,-23.37611198425293,-13.181028366088867,0.6845210790634155,-27.094636917114254,-19.214332580566406,-22.217588424682617,-9.95431137084961,2.0504815578460693,-5.361074924468994,5.152746200561523,-2.5765185356140137,-7.949747085571289,-6.004002094268799,-3.276153802871704,5.517189979553223,-5.020080089569092,-2.5181941986083984,0.1166624352335929,-1.1532905101776123,-3.062837600708008,-4.953425407409668,0.1482127159833908,-0.9618754982948304,-5.994245052337647,0.1776448488235473,-2.175865650177002,1.0448083877563477,-4.28727388381958,-1.4779586791992188,-3.835328578948975,2.051132917404175,-0.7283119559288025,-1.263566017150879,-2.1553080081939697,1.1627789735794067,-3.0889625549316406,-4.678110599517822
-421.52728271484375,69.03861236572266,11.259900093078612,-1.2877415418624878,2.871703863143921,2.559121608734131,-8.582843780517578,-2.753537178039551,-2.9443092346191406,-1.0453671216964722,4.2194504737854,0.0426990464329719,-0.7214813828468323,-0.5524906516075134,-0.1636014580726623,4.6825270652771,1.581914305686951,0.1416066288948059,-4.419550895690918,-1.2336496114730835,0.2254386395215988,0.0429205484688282,-3.5910532474517822,-4.290610313415527,-2.036698818206787,-1.5764904022216797,-1.4912060499191284,1.414631724357605,-0.4512422680854797,-0.5920928120613098,-2.014434099197388,-1.4643421173095703,-3.6564340591430655,-1.0309820175170898,-1.4167051315307615,-2.338722944259644,-2.817221641540528,-0.4388145506381988,-2.6709659099578857,-1.3518298864364624
